Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments
Post_4068,Twitter,#Dance,Video,Germany,4408711,139162,18328,10579
Post_4070,TikTok,#Music,Live Stream,USA,4096582,238913,3420,3568
Post_4074,YouTube,#Tech,Video,USA,2814866,139885,84439,16571
Post_4076,Twitter,#Gaming,Video,UK,2008812,332179,99793,24661
Post_4077,YouTube,#Music,Live Stream,India,850783,352600,91742,39257
Post_4080,YouTube,#Fashion,Live Stream,Canada,3095698,281026,51194,24140
Post_4083,Instagram,#Tech,Post,USA,4362872,32587,30482,33951
Post_4084,Twitter,#Comedy,Video,Australia,3240506,232341,34519,4817
Post_4085,Instagram,#Viral,Post,Brazil,1836143,478208,99728,23179
Post_4087,Instagram,#Fitness,Reel,Japan,357877,73393,93580,6671
Post_4089,TikTok,#Tech,Live Stream,Canada,4102194,444079,97665,1596
Post_4093,YouTube,#Gaming,Video,India,563236,178212,62933,8833
Post_4096,Instagram,#Dance,Post,India,2146139,401975,20858,4445
Post_4097,Instagram,#Fitness,Reel,Brazil,2073379,109399,75728,12420
Post_4099,TikTok,#Education,Live Stream,Germany,3441323,55352,47464,41887
Post_4102,YouTube,#Fitness,Live Stream,Japan,1526385,275820,95119,19416
Post_4108,Instagram,#Tech,Live Stream,India,3088456,53845,23471,49774
Post_4112,YouTube,#Comedy,Video,USA,4175263,496838,46286,34236
Post_4114,Instagram,#Music,Live Stream,Brazil,3042134,227819,20776,10220
Post_4115,YouTube,#Comedy,Live Stream,Japan,214707,32747,4622,33723
Post_4117,TikTok,#Fitness,Video,Japan,768809,305597,53014,10251
Post_4118,Twitter,#Tech,Video,Germany,346243,213568,32066,21596
Post_4123,Twitter,#Gaming,Video,Canada,1216902,215326,38685,19354
Post_4125,Instagram,#Fitness,Reel,Canada,3353507,138181,13507,12087
Post_4126,Twitter,#Fashion,Tweet,USA,2026275,482032,30952,49065
Post_4128,YouTube,#Challenge,Video,Germany,2422829,415554,78181,4782
Post_4132,Instagram,#Dance,Post,India,361268,1264,42106,23444
Post_4136,Twitter,#Dance,Video,Germany,2259868,391879,39814,13064
Post_4145,Instagram,#Challenge,Reel,India,378801,462818,74567,16848
Post_4148,TikTok,#Comedy,Video,Japan,979723,43080,98064,14316
Post_4151,TikTok,#Comedy,Live Stream,Australia,3512498,38120,22702,22430
Post_4152,YouTube,#Dance,Video,Brazil,1807869,213478,90965,43355
Post_4156,YouTube,#Tech,Live Stream,Canada,116354,82270,22120,17583
Post_4159,YouTube,#Dance,Video,Canada,2737428,46704,73226,34532
Post_4160,Instagram,#Dance,Reel,UK,4356395,367535,89909,10900
Post_4161,TikTok,#Fitness,Video,Brazil,4717790,125541,75795,38504
Post_4163,YouTube,#Comedy,Live Stream,Canada,1756972,248744,42345,6998
Post_4164,Twitter,#Comedy,Tweet,Australia,4840021,49033,50170,13175
Post_4165,Instagram,#Tech,Post,UK,3346455,381718,62877,20046
Post_4166,Instagram,#Gaming,Reel,India,1067477,59345,84587,49878
Post_4167,YouTube,#Challenge,Video,UK,2877495,216913,25906,12302
Post_4168,TikTok,#Fitness,Video,Brazil,1792756,491389,73253,31069
Post_4169,Instagram,#Comedy,Live Stream,Brazil,925974,134908,19403,21283
Post_4171,TikTok,#Challenge,Live Stream,Brazil,4196347,307582,92983,25130
Post_4175,Twitter,#Comedy,Tweet,USA,4394517,300804,64405,11918
Post_4176,Instagram,#Viral,Reel,India,4422263,135404,43976,34379
Post_4180,TikTok,#Music,Video,USA,1095673,389017,39161,13192
Post_4183,TikTok,#Dance,Live Stream,India,2259900,145744,42773,5579
Post_4184,Instagram,#Viral,Post,India,3661779,399252,71009,10389
Post_4187,TikTok,#Dance,Live Stream,Japan,2583561,340140,14516,40878
Post_4190,YouTube,#Fitness,Live Stream,Canada,4483252,371769,59628,14299
Post_4191,TikTok,#Education,Video,Brazil,2008379,378635,47524,7321
Post_4195,Instagram,#Challenge,Reel,Brazil,3075050,282373,20662,43100
Post_4198,TikTok,#Viral,Live Stream,UK,4465594,207163,71548,1980
Post_4202,YouTube,#Education,Live Stream,India,3001319,440022,76480,23204
Post_4205,Instagram,#Viral,Live Stream,Canada,897780,31613,86715,31460
Post_4206,Twitter,#Viral,Tweet,UK,1470152,10721,9486,8235
Post_4207,Twitter,#Viral,Video,Brazil,3958044,313560,9096,9926
Post_4209,Instagram,#Dance,Live Stream,Japan,2488071,331114,29029,8542
Post_4213,TikTok,#Fitness,Live Stream,Japan,3761056,2630,62256,44327
Post_4217,Instagram,#Comedy,Live Stream,Japan,4546474,429394,68164,14640
Post_4218,Instagram,#Tech,Post,Japan,4498429,435775,48777,14555
Post_4220,TikTok,#Tech,Video,Brazil,3545322,276967,4261,27752
Post_4222,YouTube,#Music,Live Stream,Canada,2421039,255993,48735,38037
Post_4224,Instagram,#Dance,Live Stream,UK,783572,139704,19042,38146
Post_4228,Twitter,#Viral,Tweet,USA,1003601,488570,58252,33282
Post_4231,TikTok,#Music,Video,Germany,3019969,170993,43023,31600
Post_4234,TikTok,#Education,Live Stream,Japan,851907,359024,69682,12915
Post_4236,YouTube,#Fashion,Video,UK,854031,148948,73678,39332
Post_4241,YouTube,#Dance,Video,Canada,398843,185311,90723,1420
Post_4242,TikTok,#Tech,Live Stream,Canada,239750,232397,49163,20748
Post_4247,YouTube,#Viral,Live Stream,India,4278442,428476,2568,28273
Post_4248,Twitter,#Education,Tweet,India,3848380,301810,6280,29762
Post_4252,Instagram,#Fitness,Live Stream,Australia,1925512,445030,93050,27310
Post_4255,Twitter,#Dance,Video,Germany,3447523,43962,51838,30252
Post_4256,TikTok,#Fashion,Video,Canada,2783501,63860,82509,16462
Post_4259,Twitter,#Education,Video,Japan,3140471,443708,64826,22130
Post_4261,Instagram,#Fashion,Live Stream,USA,1361580,169568,875,22352
Post_4263,YouTube,#Fitness,Live Stream,Germany,3856845,195911,46850,13291
Post_4264,TikTok,#Gaming,Live Stream,Canada,233459,290078,20796,13785
Post_4265,TikTok,#Education,Live Stream,Japan,3961797,253439,67692,7836
Post_4266,Instagram,#Gaming,Live Stream,India,4926269,264064,91827,1032
Post_4268,Twitter,#Music,Video,USA,2970930,131718,60239,32883
Post_4273,YouTube,#Fitness,Live Stream,UK,4067513,313641,41751,34036
Post_4275,Twitter,#Challenge,Tweet,Germany,4589006,172497,50326,37879
Post_4276,Instagram,#Education,Live Stream,Germany,635329,151415,59753,29150
Post_4277,TikTok,#Fitness,Video,Australia,36859,235389,7241,15711
Post_4279,TikTok,#Music,Video,Australia,28280,67072,13299,23411
Post_4284,Instagram,#Fitness,Reel,Germany,782140,39109,45106,34619
Post_4285,YouTube,#Gaming,Live Stream,Germany,7810,277197,12486,422
Post_4286,TikTok,#Viral,Video,Canada,3490701,123912,8189,45049
Post_4296,YouTube,#Music,Video,Brazil,1973792,467441,30230,13710
Post_4297,YouTube,#Fitness,Video,USA,4478176,393579,14318,9635
Post_4300,YouTube,#Dance,Live Stream,Brazil,4082125,165615,21803,19119
Post_4308,TikTok,#Fitness,Live Stream,Japan,4725553,83787,37879,49935
Post_4311,Instagram,#Fitness,Reel,India,1825709,104030,69496,17900
Post_4314,TikTok,#Education,Live Stream,Germany,4359955,213360,39553,32002
Post_4315,Instagram,#Challenge,Post,Canada,712323,159720,86640,24901
Post_4320,TikTok,#Gaming,Live Stream,USA,291464,3431,54119,12110
Post_4325,Instagram,#Challenge,Reel,Germany,886426,77304,13067,5337
Post_4326,Instagram,#Tech,Reel,Germany,4821524,61393,87511,45741
Post_4329,Twitter,#Gaming,Tweet,USA,890622,28385,91934,40148
Post_4338,Twitter,#Challenge,Video,India,154645,16361,52378,49516
Post_4341,Instagram,#Fitness,Reel,Canada,3274826,163123,83423,21320
Post_4342,Instagram,#Viral,Reel,Japan,2896284,298030,9484,38997
Post_4343,TikTok,#Music,Video,UK,3317729,116194,2028,7496
Post_4344,Instagram,#Fitness,Live Stream,Japan,4487563,464720,58373,32131
Post_4346,TikTok,#Viral,Video,Japan,3059064,460974,21878,36819
Post_4347,YouTube,#Music,Video,Canada,3033270,51007,21168,7800
Post_4350,Instagram,#Music,Post,Germany,196186,418310,29119,33093
Post_4351,TikTok,#Comedy,Video,USA,3318543,8969,75591,42308
Post_4353,Instagram,#Dance,Live Stream,Germany,498614,77138,95772,32235
Post_4355,Twitter,#Viral,Video,Canada,1614171,402810,51138,42356
Post_4358,YouTube,#Tech,Video,Brazil,3354640,123496,73616,39633
Post_4359,YouTube,#Fitness,Live Stream,Australia,818282,458526,74074,3589
Post_4361,Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971
Post_4363,TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111
Post_4367,Instagram,#Gaming,Live Stream,Germany,1815108,311741,16886,34948
Post_4372,Twitter,#Fashion,Tweet,Canada,1737194,499309,81979,29974
Post_4373,YouTube,#Tech,Live Stream,Australia,387184,220530,48240,40769
Post_4375,YouTube,#Comedy,Live Stream,Brazil,2023845,166290,32114,12609
Post_4378,TikTok,#Comedy,Live Stream,UK,838530,238746,87605,1193
Post_4380,TikTok,#Dance,Live Stream,Japan,746217,153509,56520,48786
Post_4381,Instagram,#Fitness,Live Stream,Canada,1176367,412820,10950,43729
Post_4383,Twitter,#Tech,Tweet,Brazil,1200061,282587,23371,29152
Post_4389,Twitter,#Challenge,Video,USA,3975840,247776,42724,29220
Post_4390,Twitter,#Gaming,Tweet,USA,230848,14445,34663,9023
Post_4391,Instagram,#Fashion,Reel,Brazil,2750057,417313,58474,6414
Post_4398,Twitter,#Fashion,Video,Japan,4921777,99498,92717,22408
Post_4399,Twitter,#Dance,Video,Germany,537340,457261,50869,8177
Post_4400,YouTube,#Tech,Live Stream,UK,2841356,453277,82886,41269
Post_4401,Instagram,#Dance,Post,Australia,4622736,263342,43263,10974
Post_4404,TikTok,#Gaming,Video,Japan,3258029,425865,19999,22302
Post_4405,TikTok,#Challenge,Video,USA,1856036,155912,86548,37551
Post_4408,Instagram,#Fashion,Post,Japan,563991,425610,63863,38250
Post_4411,Instagram,#Gaming,Reel,Germany,467214,397417,72166,13251
Post_4414,Twitter,#Fashion,Tweet,Brazil,254930,321153,79004,5540
Post_4416,TikTok,#Viral,Video,USA,3544239,157677,52712,18293
Post_4417,YouTube,#Tech,Live Stream,UK,3524926,301463,22012,41393
Post_4420,Twitter,#Fashion,Video,UK,4848504,370506,57130,27458
Post_4425,Twitter,#Fitness,Tweet,Australia,751792,34057,22585,6591
Post_4426,YouTube,#Dance,Video,UK,719722,458100,94550,26603
Post_4429,Instagram,#Challenge,Post,Japan,3147607,123912,24092,41902
Post_4432,TikTok,#Tech,Video,Brazil,1587926,454473,51082,30682
Post_4435,Twitter,#Dance,Tweet,USA,2877882,3704,99815,2199
Post_4437,Instagram,#Music,Live Stream,USA,466743,253098,39009,47537
Post_4439,Twitter,#Dance,Video,UK,1248834,191587,55987,7710
Post_4442,YouTube,#Dance,Live Stream,Australia,4316183,219615,14485,34691
Post_4446,Instagram,#Gaming,Post,Canada,637729,241923,62036,44594
Post_4452,Instagram,#Fitness,Reel,Germany,1945496,290804,36541,15838
Post_4454,TikTok,#Gaming,Live Stream,Brazil,2254522,294121,86843,12828
Post_4455,Instagram,#Challenge,Reel,Australia,3924268,498261,8499,11392
Post_4456,Instagram,#Comedy,Live Stream,USA,568573,45982,59886,44122
Post_4457,Instagram,#Gaming,Post,Japan,3111832,171402,51391,12925
Post_4458,Instagram,#Fitness,Reel,Australia,2304449,355721,54164,43193
Post_4459,Twitter,#Comedy,Video,Australia,3404604,333847,7512,7909
Post_4463,YouTube,#Fashion,Video,Australia,3664947,498276,45486,29141
Post_4464,Twitter,#Challenge,Tweet,India,3247592,76079,75922,31681
Post_4465,Instagram,#Music,Post,Canada,3144724,346002,68200,21104
Post_4466,Instagram,#Gaming,Post,Australia,3567170,178506,37026,14997
Post_4469,Twitter,#Fashion,Tweet,Brazil,4678841,316721,59725,28125
Post_4472,Twitter,#Education,Video,Japan,97529,279809,38158,27001
Post_4473,Instagram,#Dance,Reel,Germany,1035139,212435,51821,2303
Post_4476,YouTube,#Fitness,Video,Canada,4412202,420756,75784,30893
Post_4480,Instagram,#Gaming,Post,Japan,2825457,210288,13695,5774
Post_4482,YouTube,#Viral,Live Stream,USA,4005023,131700,58431,32829
Post_4483,Instagram,#Education,Post,Canada,2160970,332512,86309,47146
Post_4485,Twitter,#Gaming,Video,Australia,2077958,258542,74670,39468
Post_4486,Instagram,#Fashion,Live Stream,UK,105441,393868,81465,35311
Post_4490,YouTube,#Challenge,Live Stream,India,1235026,220260,76228,39918
Post_4493,TikTok,#Gaming,Live Stream,Canada,3897648,255004,95891,24613
Post_4494,TikTok,#Music,Video,Japan,1421637,402011,97806,29398
Post_4495,Instagram,#Challenge,Live Stream,Germany,255535,301119,9161,19777
Post_4496,YouTube,#Challenge,Video,Australia,434662,116995,44116,26605
Post_4497,Twitter,#Education,Tweet,UK,328051,470719,7022,853
Post_4498,TikTok,#Challenge,Live Stream,UK,3187163,113636,38956,23762
Post_4499,TikTok,#Tech,Video,Australia,4704584,289582,50984,18427
Post_4503,Instagram,#Dance,Reel,Canada,399317,482528,46641,40719
Post_4509,Instagram,#Fitness,Reel,USA,959411,133168,45872,14351
Post_4510,YouTube,#Education,Video,India,1335449,145891,14293,37944
Post_4511,YouTube,#Challenge,Video,Germany,2236066,192860,82823,1338
Post_4516,Twitter,#Dance,Tweet,UK,2756350,157829,59099,33878
Post_4517,Instagram,#Education,Post,Germany,1102834,10831,8436,16461
Post_4518,YouTube,#Fashion,Video,India,2760244,179236,69819,8842
Post_4519,TikTok,#Education,Live Stream,Brazil,3583260,326669,20618,15318
Post_4523,Twitter,#Fitness,Video,Japan,3629617,180754,9532,6313
Post_4524,TikTok,#Tech,Video,USA,732664,298982,59897,20996
Post_4528,Twitter,#Education,Video,India,2000324,91564,66074,21963
Post_4536,Twitter,#Music,Tweet,India,1745217,395015,1527,1127
Post_4537,Instagram,#Viral,Live Stream,UK,4569333,417157,69945,1610
Post_4539,Twitter,#Tech,Video,Brazil,29712,153744,3574,22830
Post_4543,Instagram,#Viral,Reel,USA,74324,31018,63255,35276
Post_4546,YouTube,#Challenge,Live Stream,Brazil,4035023,480450,83498,1828
Post_4551,TikTok,#Tech,Live Stream,USA,4838253,266199,59910,11768
Post_4555,Twitter,#Viral,Video,Australia,1312128,143980,37304,38740
Post_4558,YouTube,#Viral,Live Stream,India,2927977,443197,69420,23401
Post_4560,YouTube,#Tech,Live Stream,Australia,4929171,127973,68499,1241
Post_4561,YouTube,#Music,Live Stream,USA,2621315,282274,42011,41299
Post_4564,TikTok,#Gaming,Live Stream,UK,2156983,283478,46690,49938
Post_4567,Instagram,#Fitness,Reel,USA,1011802,337782,88350,32967
Post_4568,Twitter,#Music,Video,USA,1122719,48060,58549,25881
Post_4570,TikTok,#Gaming,Video,UK,3978999,19200,44821,24372
Post_4572,TikTok,#Gaming,Video,USA,5679,95171,63079,40180
Post_4574,YouTube,#Dance,Live Stream,India,4159829,263829,77015,8741
Post_4576,Instagram,#Music,Reel,Germany,2748383,325417,19117,11624
Post_4578,YouTube,#Education,Video,UK,4749326,339397,81612,44880
Post_4579,Twitter,#Gaming,Video,USA,2992211,95547,23448,33090
Post_4580,TikTok,#Dance,Live Stream,Brazil,4379134,77485,88805,39157
Post_4584,Instagram,#Dance,Post,Brazil,552118,440910,55306,15939
Post_4585,TikTok,#Challenge,Live Stream,UK,2683552,210072,24960,35150
Post_4587,Instagram,#Tech,Reel,Australia,4796690,426637,78236,41106
Post_4588,TikTok,#Fitness,Live Stream,Australia,4292584,56812,1813,7614
Post_4589,Instagram,#Gaming,Reel,USA,27994,441518,38281,10867
Post_4593,YouTube,#Music,Live Stream,USA,2438444,429712,74676,42454
Post_4595,YouTube,#Fashion,Live Stream,Brazil,1333176,495538,73212,49846
Post_4597,Instagram,#Fashion,Post,UK,3291531,119950,87148,35630
Post_4598,Twitter,#Tech,Tweet,Germany,3628910,263811,70589,13708
Post_4601,YouTube,#Fashion,Live Stream,Japan,2295646,440661,91268,5980
Post_4602,Instagram,#Fashion,Reel,Germany,4885418,32889,49069,12821
Post_4603,Twitter,#Gaming,Tweet,India,3777754,202276,35884,41913
Post_4605,YouTube,#Fitness,Live Stream,UK,3635998,477287,87839,13330
Post_4606,Instagram,#Education,Post,Brazil,4538803,37888,31285,41134
Post_4608,TikTok,#Challenge,Live Stream,Canada,2317796,452942,67692,9904
Post_4612,YouTube,#Viral,Live Stream,Canada,2676709,419849,21229,35123
Post_4614,YouTube,#Challenge,Live Stream,USA,4311581,74005,74174,9589
Post_4616,TikTok,#Music,Live Stream,Brazil,2365962,466145,84706,38723
Post_4617,Twitter,#Viral,Tweet,UK,4585788,431040,84174,8471
Post_4618,YouTube,#Viral,Video,USA,4242961,439654,97036,27828
Post_4619,Twitter,#Tech,Video,Australia,4032099,215854,31543,32321
Post_4620,Twitter,#Comedy,Video,Australia,1111912,478722,68409,1972
Post_4621,Instagram,#Music,Reel,India,4461089,251802,50220,49414
Post_4632,YouTube,#Education,Live Stream,India,222005,489558,26045,37407
Post_4633,Twitter,#Fitness,Video,Germany,2768780,88156,68849,36985
Post_4634,Instagram,#Tech,Post,USA,4818440,212639,24551,26488
Post_4641,Twitter,#Challenge,Video,Australia,3884895,376159,19114,37055
Post_4643,TikTok,#Fitness,Live Stream,Germany,3029888,257416,52387,39227
Post_4644,Instagram,#Viral,Reel,USA,2364901,441370,86968,28414
Post_4647,YouTube,#Comedy,Video,Canada,4250935,11456,50483,36048
Post_4652,TikTok,#Music,Video,Japan,2658932,195235,20907,6665
Post_4656,TikTok,#Comedy,Video,Australia,1146688,458464,62608,45618
Post_4660,Instagram,#Comedy,Post,Australia,3498488,89978,29892,34882
Post_4664,Twitter,#Music,Video,Japan,4895023,417022,71997,44381
Post_4665,YouTube,#Comedy,Live Stream,UK,3089984,392093,33020,32711
Post_4666,Twitter,#Fitness,Tweet,Germany,4945393,876,25541,16000
Post_4668,Instagram,#Music,Reel,Japan,207495,134074,74441,37754
Post_4671,Instagram,#Music,Post,Germany,1164811,273820,45278,33006
Post_4672,Twitter,#Tech,Tweet,USA,4409288,179602,85822,39078
Post_4674,TikTok,#Education,Video,Brazil,1943478,348357,94530,2482
Post_4679,Twitter,#Challenge,Video,India,711095,185937,90904,25280
Post_4680,TikTok,#Education,Video,Canada,3991932,471738,76124,24497
Post_4684,Instagram,#Gaming,Live Stream,India,297130,156713,2924,15183
Post_4685,YouTube,#Viral,Video,UK,2640152,174269,17810,40883
Post_4686,TikTok,#Education,Video,UK,3691613,449035,59140,19664
Post_4696,TikTok,#Music,Video,India,3809385,406344,48563,29507
Post_4699,TikTok,#Challenge,Live Stream,India,4033514,337654,97426,20972
Post_4700,Twitter,#Viral,Tweet,UK,1186127,319670,41088,8135
Post_4701,YouTube,#Comedy,Live Stream,USA,120399,86677,48450,40249
Post_4706,TikTok,#Viral,Live Stream,Japan,1289152,336168,68747,23496
Post_4708,Twitter,#Music,Tweet,Brazil,3216935,211312,25058,14426
Post_4710,Twitter,#Viral,Video,Canada,3649931,9757,30263,32855
Post_4712,TikTok,#Fitness,Live Stream,India,2864591,79967,39479,6156
Post_4716,Twitter,#Gaming,Video,UK,4341471,412137,79329,19485
Post_4719,Instagram,#Viral,Post,India,2216125,449987,37594,38581
Post_4720,YouTube,#Education,Live Stream,Japan,4746083,347026,53053,6064
Post_4725,YouTube,#Gaming,Live Stream,UK,2720858,354755,65499,24161
Post_4737,Instagram,#Fitness,Reel,Brazil,4436970,261021,47592,40550
Post_4738,Instagram,#Gaming,Live Stream,Japan,1831132,238386,42195,33961
Post_4749,TikTok,#Dance,Video,UK,1668055,24782,18001,35311
Post_4750,Twitter,#Challenge,Tweet,Brazil,2677552,450023,10672,13565
Post_4751,TikTok,#Tech,Live Stream,UK,2617130,78201,18502,1615
Post_4754,Instagram,#Gaming,Live Stream,India,3097651,268306,65885,16747
Post_4755,YouTube,#Challenge,Video,India,3232709,17533,73322,45503
Post_4756,Twitter,#Education,Tweet,Brazil,3967702,357355,37276,37138
Post_4758,Twitter,#Comedy,Tweet,India,1219338,54007,33919,26510
Post_4761,Instagram,#Tech,Live Stream,Brazil,1650036,304588,15654,19851
Post_4764,TikTok,#Viral,Video,USA,2025180,52573,77235,39474
Post_4768,YouTube,#Dance,Video,Australia,2618299,174129,18094,29585
Post_4769,Instagram,#Music,Post,India,1027847,362060,47435,37002
Post_4771,YouTube,#Challenge,Live Stream,Canada,3359899,492874,1269,8977
Post_4772,Instagram,#Viral,Reel,Australia,17410,440302,87598,7090
Post_4774,Twitter,#Fitness,Video,Canada,4019882,131670,67263,648
Post_4777,YouTube,#Gaming,Video,Canada,619225,412705,58028,15962
Post_4782,Instagram,#Gaming,Live Stream,Brazil,2931391,338512,25132,35276
Post_4789,TikTok,#Tech,Live Stream,USA,2847991,406067,52565,33962
Post_4791,TikTok,#Comedy,Live Stream,Canada,2247336,416253,29943,37996
Post_4792,YouTube,#Education,Video,Germany,2970301,493114,58206,25766
Post_4796,Instagram,#Music,Live Stream,Australia,1219770,291504,16339,31645
Post_4799,YouTube,#Fashion,Video,Canada,324794,368597,5932,49827
Post_4800,YouTube,#Gaming,Video,USA,4603491,200988,84981,41852
Post_4802,YouTube,#Dance,Video,UK,4368296,256833,21818,33470
Post_4803,TikTok,#Challenge,Live Stream,USA,2925514,231534,48422,40859
Post_4804,TikTok,#Tech,Video,Australia,3301392,72964,71082,3187
Post_4806,Twitter,#Comedy,Tweet,Japan,2168867,98430,83970,511
Post_4808,TikTok,#Fitness,Video,Germany,1784267,10082,55617,18055
Post_4809,Twitter,#Tech,Tweet,Brazil,144060,334822,18895,15190
Post_4812,Twitter,#Fitness,Tweet,Japan,4308976,171495,9299,12469
Post_4813,Instagram,#Music,Reel,Australia,3927144,233834,69647,25283
Post_4818,TikTok,#Challenge,Live Stream,USA,3767399,165527,2940,32075
Post_4819,Twitter,#Education,Video,USA,905373,288532,80147,13810
Post_4820,Instagram,#Tech,Post,UK,3032675,489182,33789,7722
Post_4823,TikTok,#Fashion,Video,USA,2280197,52717,79861,6857
Post_4824,YouTube,#Viral,Live Stream,Japan,1009177,246103,84151,31382
Post_4826,Instagram,#Fashion,Live Stream,Canada,2780097,314928,38702,22810
Post_4829,Instagram,#Gaming,Reel,India,3432236,220593,79638,11255
Post_4832,TikTok,#Gaming,Video,Japan,3701648,432741,44948,33558
Post_4833,Twitter,#Dance,Video,Japan,2795598,249418,81838,28886
Post_4845,Twitter,#Tech,Video,Germany,715400,135773,17076,35509
Post_4846,Twitter,#Dance,Tweet,UK,94208,423135,87349,22463
Post_4847,Instagram,#Education,Live Stream,Canada,2896863,371193,92745,30595
Post_4848,Instagram,#Challenge,Live Stream,Canada,1015588,461019,50137,8384
Post_4853,YouTube,#Comedy,Live Stream,India,1975939,451179,64867,14319
Post_4854,TikTok,#Education,Video,Japan,3269522,487566,24836,15466
Post_4860,Twitter,#Gaming,Video,Australia,2440554,247328,16921,20278
Post_4867,YouTube,#Gaming,Live Stream,Canada,107030,428316,72576,23752
Post_4873,Instagram,#Viral,Post,Japan,264350,316213,37185,44016
Post_4877,TikTok,#Music,Live Stream,India,2253650,180313,80998,43440
Post_4879,Twitter,#Dance,Video,UK,1972213,314092,79807,25783
Post_4881,Twitter,#Gaming,Tweet,Canada,3364852,13591,65762,21079
Post_4884,Instagram,#Dance,Reel,UK,369433,443562,51100,18671
Post_4885,TikTok,#Music,Video,Japan,1939317,86352,51733,24153
Post_4891,Twitter,#Education,Video,USA,3421671,94805,57365,34013
Post_4893,TikTok,#Viral,Live Stream,Brazil,639352,82049,47045,24740
Post_4896,YouTube,#Gaming,Live Stream,India,451915,161293,22025,44625
Post_4897,Instagram,#Fashion,Live Stream,India,3383652,59292,59643,13191
Post_4907,Instagram,#Gaming,Reel,USA,2471218,434763,52776,45150
Post_4909,YouTube,#Dance,Video,Japan,1759541,449609,14702,40777
Post_4914,YouTube,#Tech,Live Stream,Brazil,3524558,252839,70790,24139
Post_4917,TikTok,#Dance,Video,Japan,2850408,488029,51442,35239
Post_4918,Instagram,#Fitness,Reel,Japan,1162556,409948,70388,9723
Post_4919,Instagram,#Fashion,Reel,Canada,520087,176014,18821,29899
Post_4920,Instagram,#Education,Live Stream,Brazil,3164207,361279,85852,45486
Post_4923,Twitter,#Dance,Tweet,UK,4364823,367836,5655,6771
Post_4925,TikTok,#Fitness,Live Stream,USA,3084289,108961,56261,7963
Post_4926,YouTube,#Music,Live Stream,Australia,1877694,366390,11868,21452
Post_4928,TikTok,#Fashion,Live Stream,Japan,2048838,474525,12882,21722
Post_4929,Instagram,#Comedy,Reel,Australia,2730222,255263,42037,35227
Post_4931,TikTok,#Fitness,Video,Japan,4273210,219157,57767,31224
Post_4934,Twitter,#Fitness,Video,Japan,920003,299451,34395,13688
Post_4937,TikTok,#Viral,Video,Brazil,3896115,384851,69960,6540
Post_4942,TikTok,#Music,Live Stream,USA,1433765,334772,10104,26365
Post_4943,Twitter,#Education,Tweet,Brazil,4716339,395039,85360,46832
Post_4944,TikTok,#Fashion,Video,India,3075439,492842,52193,38190
Post_4945,TikTok,#Comedy,Video,Australia,31732,140297,38920,3503
Post_4946,TikTok,#Gaming,Live Stream,India,3581458,343959,80457,45964
Post_4947,Instagram,#Tech,Post,Germany,3567033,185576,96028,37171
Post_4948,Instagram,#Education,Live Stream,Brazil,2445127,73828,86087,4540
Post_4949,Instagram,#Comedy,Live Stream,Brazil,1192841,499559,62015,43532
Post_4951,Instagram,#Education,Live Stream,Japan,3321787,219299,46726,35890
Post_4957,YouTube,#Tech,Live Stream,UK,468064,18443,17310,42359
Post_4958,Instagram,#Fitness,Live Stream,Australia,38930,295330,60125,42066
Post_4962,Instagram,#Comedy,Live Stream,Canada,967265,58292,57181,4253
Post_4963,Instagram,#Dance,Post,UK,3394623,412913,94817,13878
Post_4966,YouTube,#Fashion,Video,Japan,910961,100496,94622,5846
Post_4967,TikTok,#Music,Live Stream,Canada,1641650,262405,96374,42970
Post_4968,Instagram,#Education,Live Stream,UK,3118970,150127,9207,2892
Post_4970,YouTube,#Fashion,Video,UK,4656939,316394,49548,40754
Post_4975,Twitter,#Viral,Tweet,Canada,4511374,464123,60086,15982
Post_4976,YouTube,#Comedy,Live Stream,USA,1135725,250797,3791,38732
Post_4978,Instagram,#Comedy,Reel,Australia,2481166,77818,79907,49785
Post_4980,Instagram,#Education,Reel,Canada,4568680,105032,26554,3674
Post_4982,Instagram,#Comedy,Reel,UK,585134,202252,21758,37425
Post_4986,TikTok,#Music,Live Stream,India,379978,409651,84380,34427
Post_4989,TikTok,#Education,Live Stream,Canada,2982589,275137,89488,42308
Post_4993,Twitter,#Viral,Tweet,Brazil,2026985,197746,92346,37291
Post_4996,YouTube,#Education,Video,Japan,4258236,381509,59209,4674
Post_5000,Instagram,#Fashion,Reel,Japan,2224007,72744,29945,46381
