Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
Facebook,Beauty,Video,166620,95150,8325,3021,3611,0.1572
Facebook,Fitness,Carrousel,119558,99157,14622,7414,2799,0.2505
Twitter,Fitness,Video,113089,55416,10836,1283,2108,0.2567
TikTok,Education,Video,111984,87445,6862,6164,5609,0.2131
TikTok,Challenge,Video,171283,86042,11896,1258,5795,0.2202
TikTok,Fitness,Photo,164437,84380,6937,5113,3481,0.1841
Twitter,Gaming,Text,125100,97470,15614,4023,343,0.205
Instagram,Comedy,Video,109679,83578,6509,5843,6296,0.2231
Facebook,Challenge,Text,171389,57250,5074,2017,2961,0.1756
Instagram,Beauty,Video,88206,33544,15125,2258,5478,0.6815
Twitter,Beauty,Text,138659,97433,6097,1041,2412,0.098
Twitter,Education,Video,145040,90757,6424,696,1849,0.0988
Instagram,Music,Video,102088,80076,11041,3929,70,0.1878
Instagram,Music,Video,155509,94646,11408,3536,182,0.1598
Instagram,Tech,Video,141650,26989,2805,2189,1458,0.2391
Facebook,Tech,Text,130256,94518,15029,49,6567,0.229
TikTok,Gaming,Video,141108,42420,5289,2479,2900,0.2515
Facebook,Music,Photo,156337,73083,12736,2896,1831,0.2389
Facebook,Music,Photo,155912,99153,9191,5760,2793,0.179
Twitter,Education,Text,133062,99383,15161,6868,1153,0.2333
TikTok,Music,Photo,149952,89664,8356,6232,7749,0.2491
Twitter,Gaming,Photo,146564,77724,14181,3759,475,0.2369
Instagram,Gaming,Carrousel,101025,78874,8797,2048,3972,0.1879
TikTok,Beauty,Video,164825,78640,5222,3296,771,0.1181
Instagram,Challenge,Carrousel,53003,49478,6292,1436,126,0.1587
Twitter,Beauty,Text,177855,83333,11364,2572,5051,0.2278
Instagram,Education,Carrousel,110588,91519,15554,1841,893,0.1998
Facebook,Beauty,Video,125978,37163,17639,550,9317,0.7401
Instagram,Tech,Video,147680,94620,7845,6012,3231,0.1806
Twitter,Education,Video,147912,90252,16607,871,4262,0.2409
Instagram,Education,Carrousel,95075,92102,13550,7727,2431,0.2574
Twitter,Comedy,Video,179489,85586,9007,7463,2367,0.2201
Instagram,Education,Video,173672,84091,10320,3149,2560,0.1906
Instagram,Education,Carrousel,107816,95719,11392,7901,1540,0.2176
Twitter,Music,Video,90975,83564,10797,5797,3204,0.2369
TikTok,Tech,Photo,179676,88172,14869,5860,263,0.2381
Twitter,Education,Text,101838,97800,11408,8910,4762,0.2564
Twitter,Comedy,Photo,133461,97784,11671,5185,4467,0.2181
Facebook,Beauty,Text,125416,87829,12500,1481,444,0.1642
Twitter,Tech,Carrousel,91443,81602,10716,3104,6108,0.2442
Twitter,Tech,Photo,121024,62929,8564,3415,2775,0.2345
TikTok,Tech,Video,116633,94713,13906,1582,7144,0.239
TikTok,Beauty,Video,171477,85514,11974,523,8555,0.2462
TikTok,Challenge,Video,157467,71191,5914,1047,4442,0.1602
Twitter,Education,Text,99338,65074,16655,5787,1095,0.3617
Facebook,Music,Carrousel,155751,81727,12527,5670,1187,0.2372
TikTok,Comedy,Video,170039,80196,26230,5170,9282,0.5073
Facebook,Comedy,Photo,111530,48172,9438,1713,117,0.2339
Instagram,Challenge,Carrousel,140918,73450,5095,5004,1621,0.1596
TikTok,Education,Photo,153404,80429,14086,1202,5609,0.2598
Twitter,Education,Video,121940,96457,14363,3947,6019,0.2522
Facebook,Music,Carrousel,168766,82772,9277,6413,2249,0.2167
Instagram,Gaming,Video,97269,75626,23615,18667,7929,0.6639
Facebook,Gaming,Carrousel,114914,88373,10365,1246,2163,0.1559
Instagram,Tech,Carrousel,126717,98072,14885,888,8862,0.2512
Facebook,Fitness,Photo,112094,88244,13478,2252,5271,0.238
Twitter,Music,Photo,124479,61564,8194,4479,689,0.217
TikTok,Gaming,Video,133570,93102,11054,3710,5880,0.2217
TikTok,Music,Video,160091,71175,26387,11099,1060,0.5416
Facebook,Education,Carrousel,168171,80829,8666,909,1012,0.131
Instagram,Education,Video,132592,65150,28498,17633,607,0.7174
Twitter,Beauty,Photo,148102,86129,14397,753,4624,0.2296
TikTok,Music,Video,92296,89107,15463,6709,961,0.2596
Twitter,Comedy,Photo,122856,75766,9277,2400,7876,0.2581
Instagram,Challenge,Video,128697,85735,9971,1320,4335,0.1823
Twitter,Tech,Text,162890,34863,3217,1548,2656,0.2129
Twitter,Fitness,Video,100330,88643,3137,197,3106,0.0727
TikTok,Beauty,Video,179007,96289,17853,2347,1668,0.2271
Twitter,Music,Photo,93674,70786,2321,1721,691,0.0669
Twitter,Gaming,Photo,44896,33152,12953,10330,8061,0.9455
Facebook,Fitness,Video,126885,91644,11496,890,3477,0.1731
TikTok,Fitness,Video,97136,82040,12112,7142,164,0.2367
TikTok,Comedy,Video,82285,70007,7605,3892,74,0.1653
TikTok,Challenge,Video,116011,92629,13918,6333,1687,0.2368
Twitter,Music,Photo,160068,79558,6896,1893,1969,0.1352
Facebook,Fitness,Carrousel,102588,91523,8814,8202,4134,0.2311
Facebook,Beauty,Video,160009,97683,10588,6458,6627,0.2423
Instagram,Beauty,Video,139171,68659,8391,1710,1368,0.167
Twitter,Beauty,Carrousel,165533,92197,9280,3908,2602,0.1713
Instagram,Challenge,Photo,157313,89065,9489,6010,2773,0.2052
Instagram,Beauty,Video,66070,38808,6016,965,1693,0.2235
Facebook,Gaming,Video,72385,65191,7752,3004,1245,0.1841
TikTok,Beauty,Video,71495,54975,7461,3387,843,0.2127
Instagram,Gaming,Video,106039,65416,9104,6161,1714,0.2596
Twitter,Gaming,Video,94279,81179,18663,131,826,0.2417
Facebook,Challenge,Video,127984,99022,8845,7897,8394,0.2538
Facebook,Fitness,Video,102519,95918,21099,1908,871,0.2489
Instagram,Beauty,Video,58190,43259,5833,3326,1275,0.2412
TikTok,Challenge,Video,151795,93950,13282,4714,5331,0.2483
Facebook,Beauty,Carrousel,164169,68801,9588,1404,4942,0.2316
Instagram,Fitness,Video,131669,93215,13403,8871,802,0.2476
TikTok,Comedy,Video,170445,94340,15917,2821,1069,0.21
Facebook,Beauty,Video,140724,96956,8004,3150,6020,0.1771
Facebook,Education,Photo,162297,77213,7271,5411,6124,0.2436
Twitter,Education,Video,167733,74817,25477,18588,7131,0.6843
Twitter,Beauty,Text,145672,95838,4226,1810,753,0.0708
Twitter,Tech,Video,101263,66643,8824,3093,2579,0.2175
TikTok,Gaming,Video,81562,62899,11916,1196,2579,0.2495
TikTok,Education,Video,141775,60122,7316,3517,2723,0.2255
Instagram,Tech,Video,157640,94123,9435,4309,6081,0.2106
Twitter,Education,Carrousel,115128,85565,6843,2523,1499,0.127
TikTok,Beauty,Video,170192,93726,7560,4287,5476,0.1848
TikTok,Music,Video,140055,75944,25169,17793,1405,0.5842
Facebook,Challenge,Carrousel,150579,79616,9376,2728,6186,0.2297
TikTok,Gaming,Video,127122,99340,14074,245,9182,0.2366
TikTok,Music,Video,150466,92403,10054,6872,5369,0.2413
Instagram,Comedy,Photo,98162,78441,6730,2796,1818,0.1446
TikTok,Music,Video,81742,79476,13443,741,1954,0.2031
Facebook,Fitness,Text,66756,58409,17278,15638,6784,0.6797
Instagram,Comedy,Video,176657,98022,16775,1093,4512,0.2283
Instagram,Fitness,Carrousel,165876,58943,5816,1493,4183,0.195
TikTok,Education,Video,122476,80386,8950,3646,4550,0.2133
TikTok,Music,Video,94284,70159,8215,7744,259,0.2312
Facebook,Gaming,Carrousel,168167,57600,7046,3358,838,0.1952
Facebook,Fitness,Photo,122570,86121,8134,8017,3366,0.2266
Facebook,Tech,Carrousel,152650,86132,12639,7205,207,0.2328
Twitter,Gaming,Video,115052,91649,11696,8593,1241,0.2349
Twitter,Gaming,Text,126204,51092,8631,7989,7891,0.4797
Instagram,Music,Video,127255,97927,8318,5749,7952,0.2249
Instagram,Comedy,Video,114085,88454,9796,376,7054,0.1947
Twitter,Comedy,Video,116232,97103,23287,14164,2896,0.4155
Twitter,Fitness,Video,145902,95877,9573,2838,1837,0.1486
Twitter,Challenge,Video,124734,80796,9147,8992,90,0.2256
Twitter,Comedy,Carrousel,178397,3233,3304,444,1085,1.4949
Twitter,Gaming,Photo,144384,99472,11731,1740,9746,0.2334
Facebook,Beauty,Carrousel,157127,89702,20250,1593,854,0.253
Twitter,Fitness,Video,101117,86586,3465,1472,2649,0.0876
TikTok,Music,Video,177361,59984,8888,873,3009,0.2129
Facebook,Gaming,Carrousel,99223,86534,9971,5822,4458,0.234
TikTok,Comedy,Video,91746,64211,8214,3056,1408,0.1974
Facebook,Education,Photo,175896,79035,28471,5165,6992,0.5141
TikTok,Fitness,Video,134565,83610,6985,696,5143,0.1534
TikTok,Gaming,Video,108058,56891,11040,496,72,0.204
TikTok,Education,Photo,154095,93378,14742,2960,2232,0.2135
TikTok,Fitness,Photo,109866,75934,14224,3180,1233,0.2454
Facebook,Fitness,Text,94612,44780,21552,18460,8458,1.0824
Instagram,Tech,Video,158850,82600,9519,3203,3082,0.1913
Twitter,Fitness,Carrousel,93790,80615,7478,2661,2519,0.157
TikTok,Fitness,Video,155060,93256,6184,540,4711,0.1226
Instagram,Tech,Photo,146565,97807,16356,1022,6974,0.249
Facebook,Music,Text,135589,94397,8349,7852,7533,0.2514
Instagram,Education,Video,167974,96987,12185,9715,2794,0.2546
Twitter,Education,Photo,148290,98278,8652,6210,7775,0.2303
TikTok,Comedy,Photo,110535,99863,7614,6977,2077,0.1669
Twitter,Gaming,Photo,95707,78378,7268,3582,4566,0.1967
Facebook,Education,Photo,166127,98547,8002,7336,7264,0.2294
Facebook,Gaming,Photo,114943,78493,12234,837,2610,0.1998
Facebook,Music,Photo,76018,75437,5249,2190,2299,0.1291
Twitter,Fitness,Photo,102035,84293,8469,5381,967,0.1758
TikTok,Music,Video,161152,96470,15386,5664,2248,0.2415
Instagram,Fitness,Video,115463,96166,3794,836,1174,0.0604
Instagram,Beauty,Video,136452,97276,18038,2809,874,0.2233
Twitter,Tech,Carrousel,112800,86381,11538,1723,8570,0.2527
TikTok,Gaming,Video,118472,88032,7738,5265,666,0.1553
TikTok,Music,Video,114618,93318,11342,2194,6460,0.2143
Instagram,Education,Video,147111,97622,15363,1047,46,0.1686
Facebook,Education,Video,114978,97841,18935,1649,95,0.2114
Facebook,Challenge,Carrousel,119400,86664,12087,6754,3201,0.2543
Twitter,Challenge,Photo,129703,99841,11725,5559,6390,0.2371
Instagram,Music,Video,79004,77120,8020,5934,2543,0.2139
Instagram,Fitness,Video,177547,1779,900,726,200,1.0264
Instagram,Gaming,Video,92904,47164,2386,503,1088,0.0843
TikTok,Tech,Photo,141713,42110,2314,1680,1984,0.142
Instagram,Gaming,Video,104201,94117,15032,3731,3181,0.2332
Instagram,Comedy,Video,62162,59067,9323,1760,2073,0.2227
Twitter,Music,Photo,118061,90108,19645,15169,3460,0.4248
Twitter,Music,Carrousel,171073,99182,11096,7726,6591,0.2562
Twitter,Beauty,Carrousel,118283,76386,5072,3595,2743,0.1494
Twitter,Fitness,Video,82333,81282,7982,6044,496,0.1787
Instagram,Fitness,Video,163241,99993,14822,385,7493,0.227
Instagram,Fitness,Video,127446,80245,8439,1279,3011,0.1586
Instagram,Tech,Video,178223,72424,7649,1356,698,0.134
Twitter,Fitness,Text,142326,95205,16937,259,5518,0.2386
Instagram,Fitness,Video,109395,66887,6003,1179,3375,0.1578
Facebook,Education,Text,79917,68546,6963,6695,957,0.2132
TikTok,Beauty,Video,122270,81928,11389,6774,1345,0.2381
Facebook,Gaming,Photo,104013,87493,10388,6428,190,0.1944
Instagram,Beauty,Video,152845,96512,3746,1500,2521,0.0805
Twitter,Tech,Carrousel,139178,76589,12495,1095,4110,0.2311
TikTok,Fitness,Video,164200,87924,15294,3912,346,0.2224
Instagram,Tech,Video,113436,69759,4467,3159,3409,0.1582
Facebook,Comedy,Video,138404,83522,11361,8942,1292,0.2586
Instagram,Fitness,Carrousel,179910,85808,9355,5962,5619,0.244
Twitter,Beauty,Video,91415,86883,14032,845,1930,0.1934
TikTok,Tech,Video,134768,58626,8744,3316,2460,0.2477
Facebook,Challenge,Video,133346,84805,10855,1922,1719,0.1709
Twitter,Education,Carrousel,164200,95420,13943,2194,1988,0.1899
TikTok,Tech,Video,91601,52406,9240,474,2053,0.2245
Instagram,Tech,Video,149070,91818,12502,7372,6763,0.2901
TikTok,Challenge,Video,75110,50704,5242,1335,2112,0.1714
TikTok,Music,Video,158496,70978,8237,5133,3833,0.2424
Facebook,Comedy,Photo,166713,59742,4519,3446,279,0.138
Instagram,Education,Carrousel,124171,84841,8034,255,7536,0.1865
Twitter,Gaming,Photo,93660,89534,7920,6264,2634,0.1878
Twitter,Music,Photo,111756,96660,14200,1145,3315,0.193
Instagram,Gaming,Photo,89007,80994,5581,3008,92,0.1072
Facebook,Education,Carrousel,114342,64077,6766,6392,1506,0.2288
TikTok,Challenge,Video,116372,90776,12469,4371,1150,0.1982
Facebook,Gaming,Text,88346,72367,12822,3982,1755,0.2565
TikTok,Beauty,Video,85405,56964,5488,4872,1214,0.2032
Instagram,Gaming,Video,173548,22579,4516,371,147,0.223
Twitter,Fitness,Carrousel,150445,96529,8412,5016,3839,0.1789
Facebook,Challenge,Carrousel,129582,93230,13494,2988,2416,0.2027
Facebook,Fitness,Photo,143002,80050,11678,982,5859,0.2313
Instagram,Education,Video,173584,88742,10951,3015,2836,0.1893
Instagram,Gaming,Photo,153121,63680,9693,2458,1682,0.2172
Instagram,Education,Video,143943,95382,10202,857,1928,0.1362
Facebook,Music,Video,112954,79111,10452,3442,6091,0.2526
Twitter,Fitness,Carrousel,121615,90518,7594,340,5269,0.1459
Instagram,Education,Carrousel,138153,90391,9637,4785,7314,0.2405
TikTok,Music,Video,144592,98199,12094,9959,274,0.2274
Facebook,Fitness,Video,67072,12752,6462,1158,1752,0.7349
Twitter,Music,Carrousel,143763,65486,7141,4270,2608,0.2141
Twitter,Gaming,Text,87587,69657,5772,3048,5180,0.201
Twitter,Education,Carrousel,163492,76160,7706,6350,247,0.1878
Facebook,Music,Text,176775,88756,11133,7299,2650,0.2375
TikTok,Fitness,Video,85636,82674,9426,3722,2308,0.187
Twitter,Education,Photo,147992,94447,7778,5615,2436,0.1676
Instagram,Education,Video,121803,94170,14399,1277,3412,0.2027
Twitter,Music,Photo,151918,90468,15455,1820,3867,0.2337
TikTok,Fitness,Video,164767,98785,8723,6176,7226,0.224
Twitter,Education,Text,90837,79362,7285,3730,5917,0.2134
TikTok,Challenge,Video,47041,43741,3917,3779,1296,0.2056
TikTok,Challenge,Video,120350,93204,11019,2900,5019,0.2032
TikTok,Gaming,Video,173893,89779,9989,6873,912,0.198
TikTok,Tech,Video,90754,80054,5572,1092,4681,0.1417
Twitter,Comedy,Video,105072,43948,24917,2913,952,0.6549
Facebook,Education,Text,137221,89432,14655,3813,1097,0.2188
Instagram,Comedy,Video,176793,53811,6508,990,993,0.1578
Instagram,Fitness,Video,82252,60552,2672,2031,167,0.0804
TikTok,Gaming,Video,112978,50198,10290,164,1916,0.2464
Facebook,Fitness,Video,135155,97913,18195,4514,362,0.2356
Facebook,Challenge,Carrousel,109082,91801,7991,7186,7629,0.2484
Facebook,Beauty,Photo,104189,74940,8229,6523,2923,0.2359
Instagram,Education,Video,168099,88758,14252,189,2506,0.1909
Facebook,Beauty,Photo,74036,59780,8367,772,6140,0.2556
Facebook,Tech,Carrousel,126284,85154,8960,1758,3692,0.1692
Facebook,Gaming,Photo,167888,38304,15757,12258,2524,0.7973
Facebook,Gaming,Photo,93899,75473,8802,1108,3432,0.1768
TikTok,Challenge,Video,128680,72128,6145,3706,1854,0.1623
Twitter,Challenge,Video,151875,94145,10668,10547,1467,0.2409
Instagram,Challenge,Carrousel,90153,86603,8374,3052,4836,0.1878
Facebook,Tech,Text,108599,82238,15694,13136,7877,0.4464
Instagram,Fitness,Video,136468,96207,10034,3897,1961,0.1652
Facebook,Comedy,Text,176953,82091,10521,5874,1290,0.2154
Twitter,Comedy,Text,131410,89138,11013,9139,2112,0.2498
Facebook,Fitness,Video,155738,88069,9613,4412,5707,0.2241
TikTok,Fitness,Video,155801,98147,9921,9827,4731,0.2494
Facebook,Gaming,Carrousel,152505,77710,10521,4996,968,0.2121
TikTok,Fitness,Video,118030,93767,11180,1728,4468,0.1853
Instagram,Music,Video,170138,90956,6650,4088,4871,0.1716
Instagram,Fitness,Video,56107,43251,5133,1082,4273,0.2425
TikTok,Education,Video,158347,75129,8787,5299,3956,0.2401
Twitter,Gaming,Text,74499,60139,6504,2383,2465,0.1888
TikTok,Gaming,Video,98264,78761,8627,3677,4748,0.2165
Twitter,Tech,Carrousel,96297,67223,7380,289,2232,0.1473
Instagram,Tech,Photo,127355,58673,8965,431,29,0.1606
Twitter,Education,Text,111948,96662,12409,3505,1161,0.1766
TikTok,Beauty,Video,125457,85256,4435,1607,1036,0.083
Twitter,Tech,Carrousel,128915,84167,10488,1346,9371,0.2519
Twitter,Tech,Video,79992,75374,9506,3069,3311,0.2108
TikTok,Gaming,Video,86583,77446,4988,3102,96,0.1057
Facebook,Beauty,Video,85425,80654,7277,5561,3927,0.2079
TikTok,Tech,Video,100500,97860,11891,10414,1099,0.2392
Facebook,Beauty,Carrousel,50723,7851,5121,785,3030,1.1382
TikTok,Beauty,Video,111621,96759,9915,3073,7850,0.2154
TikTok,Fitness,Photo,118772,51521,6232,1947,1573,0.1893
Facebook,Challenge,Text,147838,88569,12551,4968,844,0.2073
Facebook,Fitness,Text,84564,61649,3610,271,1552,0.0881
TikTok,Education,Video,153812,93972,12732,3730,4795,0.2262
Twitter,Beauty,Text,146599,96088,14364,8760,1327,0.2545
Twitter,Comedy,Text,169754,65404,7457,2824,2043,0.1884
Twitter,Tech,Text,155730,94203,10326,3746,6768,0.2212
Twitter,Comedy,Photo,132467,93262,11245,8907,228,0.2185
Instagram,Comedy,Video,91644,68038,17320,4661,3342,0.3722
Instagram,Music,Video,87782,83750,10720,896,5028,0.1987
Facebook,Tech,Photo,121556,97425,14439,5557,5246,0.2591
TikTok,Gaming,Video,158261,95516,11497,10405,1583,0.2459
Facebook,Education,Text,161683,49299,6191,2110,1459,0.198
TikTok,Challenge,Video,147144,95405,8986,7252,7339,0.2471
Instagram,Education,Photo,119731,83575,9629,2111,8104,0.2374
TikTok,Fitness,Video,116159,68630,7888,1192,3727,0.1866
Twitter,Gaming,Carrousel,134127,71046,5874,690,5554,0.1706
Twitter,Comedy,Text,168166,91332,13999,8924,21,0.2512
Twitter,Education,Carrousel,127293,93050,12617,20,9911,0.2423
Facebook,Challenge,Carrousel,61425,55234,8987,739,754,0.1897
Twitter,Comedy,Photo,143596,73591,5879,2534,1442,0.1339
Instagram,Comedy,Photo,178078,75966,10316,3104,5365,0.2473
Twitter,Tech,Photo,117769,95549,23053,561,927,0.2568
Twitter,Fitness,Video,107028,39814,5848,2987,1102,0.2496
TikTok,Gaming,Video,152241,68561,10347,4470,686,0.2261
Twitter,Music,Text,138671,62602,2551,1438,627,0.0737
Instagram,Beauty,Video,110155,97325,10979,8027,5785,0.2547
Twitter,Challenge,Carrousel,102563,75087,7192,1545,5012,0.1831
TikTok,Comedy,Video,99920,62911,28008,8519,9414,0.7303
Instagram,Education,Video,112092,82897,11480,3692,2966,0.2188
TikTok,Music,Video,173419,43993,4512,2563,237,0.1662
Twitter,Education,Text,104340,89320,11955,5096,2148,0.2149
Facebook,Fitness,Video,114464,88166,8685,5471,4131,0.2074
Twitter,Gaming,Video,151572,79826,24222,17830,7218,0.6172
TikTok,Comedy,Video,76221,71374,7209,2175,5651,0.2107
Instagram,Education,Video,167767,96964,13804,107,7860,0.2245
TikTok,Tech,Video,117687,71125,12319,3236,91,0.22
Instagram,Challenge,Video,93013,83315,4182,1423,3393,0.108
Facebook,Beauty,Video,105782,66886,13992,3353,41,0.2599
Twitter,Tech,Text,118015,77126,8311,2634,678,0.1507
Facebook,Gaming,Photo,113921,96931,12068,5699,924,0.1928
TikTok,Education,Video,124673,99330,12643,1244,1639,0.1563
Twitter,Fitness,Photo,154380,55463,8027,5457,739,0.2564
Facebook,Music,Text,114882,90363,9719,3366,1384,0.1601
TikTok,Comedy,Video,143015,95663,18727,3030,1161,0.2396
Instagram,Music,Video,89621,86019,11332,4647,2808,0.2184
Facebook,Beauty,Text,100711,94986,14527,6406,190,0.2224
Facebook,Fitness,Carrousel,100243,86887,8121,3889,1621,0.1569
TikTok,Gaming,Photo,160216,84256,12625,2224,3167,0.2138
TikTok,Gaming,Video,117525,88322,13745,2111,4967,0.2358
Facebook,Comedy,Photo,130114,96350,8062,6594,3401,0.1874
Instagram,Comedy,Video,110732,78037,11456,4492,240,0.2074
Facebook,Beauty,Carrousel,148314,87227,12358,2036,1806,0.1857
Instagram,Gaming,Video,146642,97409,8055,7273,3747,0.1958
TikTok,Education,Video,148583,92264,19972,781,2328,0.2502
Facebook,Gaming,Video,126405,97138,14454,5322,1248,0.2164
Twitter,Challenge,Carrousel,107595,83274,10572,4872,4799,0.2431
Twitter,Fitness,Photo,89458,85002,13718,1018,2787,0.2061
Twitter,Comedy,Video,128735,71452,6608,2128,6262,0.2099
Instagram,Challenge,Video,169046,93566,7886,345,4780,0.1391
Facebook,Music,Photo,151925,33495,4704,1543,35,0.1876
Facebook,Comedy,Video,163678,90222,8870,1020,1362,0.1247
Instagram,Fitness,Photo,167821,85973,3393,2548,2318,0.0961
Facebook,Music,Video,128822,38462,3483,2864,712,0.1835
TikTok,Beauty,Video,122651,93346,8851,5844,6834,0.2306
Facebook,Tech,Video,134679,87852,10229,41,28,0.1172
Facebook,Comedy,Video,140476,96330,20052,2454,2379,0.2583
TikTok,Comedy,Video,172642,87006,5586,720,4322,0.1222
Facebook,Music,Text,146624,87603,12627,3891,2371,0.2156
Twitter,Beauty,Photo,101833,65685,9379,3821,456,0.2079
Twitter,Gaming,Text,108874,93359,10001,4264,2283,0.1773
TikTok,Tech,Video,107074,83169,7286,5872,2476,0.188
Facebook,Education,Photo,106854,98638,8857,516,5343,0.1492
Twitter,Music,Video,132439,96539,15454,2461,2684,0.2134
Facebook,Tech,Text,122159,98986,10788,8929,687,0.2061
Twitter,Education,Carrousel,112058,95718,8619,8465,7080,0.2524
Facebook,Education,Text,178904,99228,10697,1314,5818,0.1797
Twitter,Gaming,Photo,153356,89917,13656,5412,1208,0.2255
Facebook,Comedy,Text,62594,58896,7671,408,5310,0.2273
Twitter,Education,Photo,102585,60799,7635,3058,2748,0.2211
Twitter,Education,Photo,138400,89415,16342,339,5962,0.2532
Twitter,Gaming,Photo,157907,90979,10340,2407,7391,0.2213
Twitter,Education,Text,167484,96558,14663,420,4020,0.1978
Twitter,Beauty,Text,125884,81521,9373,595,7536,0.2147
Instagram,Comedy,Video,155607,90909,6640,5970,1593,0.1562
TikTok,Gaming,Video,76133,66495,17654,4477,976,0.3475
Facebook,Fitness,Video,100652,76202,7429,5792,2885,0.2114
TikTok,Music,Video,175746,83819,11294,7446,1838,0.2455
Instagram,Gaming,Video,95706,88960,8900,2608,3496,0.1687
Instagram,Comedy,Video,104574,70194,9767,2924,5503,0.2592
Twitter,Music,Photo,170066,75803,10970,4495,3250,0.2469
